work-id,section_num,page_url,section_title,section_url
,1.3.7.1,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,A. Introduction to the Arguments,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#a-introduction-to-the-arguments
,1.3.7.2,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,B. The First Argument: From the Word “Faith”,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#b-the-first-argument-from-the-word-faith
,1.3.7.3,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,C. The Second Argument: From “Faith Without Works”,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#c-the-second-argument-from-faith-without-works
,1.3.7.4,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,D. The Third Argument: From the Word “Grace”,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#d-the-third-argument-from-the-word-grace
,1.3.7.5,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,E. The Fourth Argument: From the Word “Freely”,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#e-the-fourth-argument-from-the-word-freely
,1.3.7.6,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,F. The Fifth Argument: From “Freely by Grace”,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#f-the-fifth-argument-from-freely-by-grace
,1.3.7.7,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,G. The Sixth Argument: From the Word “Impute”,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#g-the-sixth-argument-from-the-word-impute
,1.3.7.8,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,H. The Seventh Argument: From “Unless by Faith”,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#h-the-seventh-argument-from-unless-by-faith
,1.3.7.9,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,I. The Eighth Argument: From “Only Believe”,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#i-the-eighth-argument-from-only-believe
,1.3.8,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,VIII. The End and Effects of Justification,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#viii-the-end-and-effects-of-justification
,1.3.8.1,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,A. The End of Justification: God’s Glory and Our Salvation,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#a-the-end-of-justification-god-s-glory-and-our-salvation
,1.3.8.2,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,B. The Effects of Justification,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#b-the-effects-of-justification
,1.3.8.2.1,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,"1. Certainty, Confession, and Sanctification",https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#1-certainty-confession-and-sanctification
,1.3.8.2.2,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/,2. The Distinction and Inseparability of Sanctification from Justification,https://confessionallyreformed.wordpress.com/2026/01/17/lucas-trelcatius-jr-c-1573-1607-on-faith-and-justification-by-faith/#2-the-distinction-and-inseparability-of-sanctification-from-justification
,1,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,A THEOLOGICAL DISPUTATION ON THE JUSTIFICATION OF MAN BEFORE GOD,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#a-theological-disputation-on-the-justification-of-man-before-god
,1.1,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,I. THE NATURE OF JUSTIFICATION,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#i-the-nature-of-justification
,1.1.1,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,A. The Meaning of the Term “To Justify”,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#a-the-meaning-of-the-term-to-justify
,1.1.2,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,B. Biblical Proof of the Forensic Meaning,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#b-biblical-proof-of-the-forensic-meaning
,1.1.3,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,C. Other Significations of the Term Distinguished,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#c-other-significations-of-the-term-distinguished
,1.1.4,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,D. The Two Species of Righteousness and Justification,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#d-the-two-species-of-righteousness-and-justification
,1.1.4.1,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,1. Legal Righteousness,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#1-legal-righteousness
,1.1.4.2,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,2. Evangelical Righteousness,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#2-evangelical-righteousness
,1.2,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,II. THE DEFINITION OF JUSTIFICATION,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#ii-the-definition-of-justification
,1.2.1,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,A. The Definition Stated,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#a-the-definition-stated
,1.2.2,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,B. Explanation of the Definition: Justification as Indivisible and Simultaneously Complete,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#b-explanation-of-the-definition-justification-as-indivisible-and-simultaneously-complete
,1.3,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,III. THE CAUSES OF JUSTIFICATION,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#iii-the-causes-of-justification
,1.3.1,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,A. The Efficient Cause: God,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#a-the-efficient-cause-god
,1.3.2,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,B. The Trinitarian Operation in Justification,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#b-the-trinitarian-operation-in-justification
,1.3.3,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,C. The Impulsive Cause: Internal and External,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#c-the-impulsive-cause-internal-and-external
,1.3.3.1,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,1. The Internal Impulsive Cause: The Grace of God Alone,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#1-the-internal-impulsive-cause-the-grace-of-god-alone
,1.3.3.2,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,2. The External Impulsive Cause: The Merit of Christ,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#2-the-external-impulsive-cause-the-merit-of-christ
,1.3.4,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,D. The Merit of Christ Explained: Active and Passive Obedience,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#d-the-merit-of-christ-explained-active-and-passive-obedience
,1.3.5,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,E. Against Preparatory Works and Dispositions,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#e-against-preparatory-works-and-dispositions
,1.4,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,IV. THE PARTS OF JUSTIFICATION,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#iv-the-parts-of-justification
,1.5,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,V. THE FORM OF JUSTIFICATION,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#v-the-form-of-justification
,1.5.1,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,A. The Form Stated: The Imputation of Christ’s Righteousness,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#a-the-form-stated-the-imputation-of-christ-s-righteousness
,1.5.2,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,B. The Nature of Imputation Defended,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#b-the-nature-of-imputation-defended
,1.5.3,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,C. Against Inherent and Infused Righteousness as the Form,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#c-against-inherent-and-infused-righteousness-as-the-form
,1.5.4,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,D. The Specific Righteousness by Which We Are Justified,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#d-the-specific-righteousness-by-which-we-are-justified
,1.6,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,VI. THE SUBJECT OF JUSTIFICATION,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#vi-the-subject-of-justification
,1.7,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,VII. THE INSTRUMENTAL CAUSE OF JUSTIFICATION,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#vii-the-instrumental-cause-of-justification
,1.7.1,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,A. Considered with a Twofold Respect: Of God and Of Us,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#a-considered-with-a-twofold-respect-of-god-and-of-us
,1.7.2,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,B. With Respect to God: The Gospel as the Efficacious Instrument,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#b-with-respect-to-god-the-gospel-as-the-efficacious-instrument
,1.7.3,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,C. With Respect to Us: Faith Alone as the Instrument,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#c-with-respect-to-us-faith-alone-as-the-instrument
,1.7.4,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,D. The Manner in Which Faith Justifies,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#d-the-manner-in-which-faith-justifies
,1.7.5,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,E. The Particle “Alone” Explained,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#e-the-particle-alone-explained
,1.8,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,VIII. THE EFFECTS OF JUSTIFICATION,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#viii-the-effects-of-justification
,1.9,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/,IX. THE END OF JUSTIFICATION,https://confessionallyreformed.wordpress.com/2026/01/15/lucas-trelcatius-jr-c-1573-1607-on-the-justification-of-man-before-god/#ix-the-end-of-justification
,1,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,DISPUTATION XXIII: ON FAITH,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#disputation-xxiii-on-faith
,1.1,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,I. INTRODUCTION: THE OCCASION AND ORDER OF THE DISPUTATION,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#i-introduction-the-occasion-and-order-of-the-disputation
,1.2,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,II. THE SIGNIFICATIONS OF THE TERM “FAITH”,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#ii-the-significations-of-the-term-faith
,1.2.1,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,A. Improper and Borrowed Significations,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#a-improper-and-borrowed-significations
,1.2.2,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,B. The Proper Signification of Faith,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#b-the-proper-signification-of-faith
,1.3,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,III. THE CAUSES OF FAITH,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#iii-the-causes-of-faith
,1.3.1,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,A. The Efficient Cause,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#a-the-efficient-cause
,1.3.1.1,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,"1. The Principal Efficient Cause: God the Father, Son, and Holy Spirit",https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#1-the-principal-efficient-cause-god-the-father-son-and-holy-spirit
,1.3.1.2,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,2. The Instrumental Efficient Cause,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#2-the-instrumental-efficient-cause
,1.3.1.2.1,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,a. Ordinary Instrumental Causes,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#a-ordinary-instrumental-causes
,1.3.1.2.2,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,b. The Manner in Which the Word Effects Faith,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#b-the-manner-in-which-the-word-effects-faith
,1.3.1.2.2.1,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,(1) The Work of the Law,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#1-the-work-of-the-law
,1.3.1.2.2.2,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,(2) The Work of the Gospel,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#2-the-work-of-the-gospel
,1.3.1.2.3,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,c. What Concurs in the Origin of Faith,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#c-what-concurs-in-the-origin-of-faith
,1.3.1.2.4,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,d. Extraordinary Instrumental Causes: Miracles,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#d-extraordinary-instrumental-causes-miracles
,1.3.2,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,B. The Object of Faith,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#b-the-object-of-faith
,1.3.2.1,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,1. The Universal Object: The Word of God,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#1-the-universal-object-the-word-of-god
,1.3.2.2,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,2. The Proper and Adequate Object,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#2-the-proper-and-adequate-object
,1.3.2.2.1,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,a. Negatively: Not the Law,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#a-negatively-not-the-law
,1.3.2.2.2,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,b. Positively: The Doctrine of the Gospel,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#b-positively-the-doctrine-of-the-gospel
,1.3.2.3,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,3. What the Gospel Comprehends as the Object of Faith,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#3-what-the-gospel-comprehends-as-the-object-of-faith
,1.3.2.4,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,4. What is Not the Object of Faith: Rejection of Roman Error,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#4-what-is-not-the-object-of-faith-rejection-of-roman-error
,1.3.3,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,C. The Subject of Faith,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#c-the-subject-of-faith
,1.3.3.1,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,1. The Common or Principal Subject: The Human Soul with Its Faculties,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#1-the-common-or-principal-subject-the-human-soul-with-its-faculties
,1.3.3.2,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,2. The Subject “To Whom”: The Sinner Acknowledging His Sins,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#2-the-subject-to-whom-the-sinner-acknowledging-his-sins
,1.3.4,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,D. The Form of Faith,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#d-the-form-of-faith
,1.3.4.1,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,1. Positively: The Legitimate Ordination to Christ,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#1-positively-the-legitimate-ordination-to-christ
,1.3.4.2,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,2. Negatively: Not Charity,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#2-negatively-not-charity
,1.3.5,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,E. The End of Faith,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#e-the-end-of-faith
,1.4,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,IV. THE ASSURANCE OF FAITH,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#iv-the-assurance-of-faith
,1.5,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,V. THE CONTRARIES OF FAITH,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#v-the-contraries-of-faith
,1.6,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/,VI. COROLLARY,https://confessionallyreformed.wordpress.com/2026/01/14/franciscus-gomarus-jacobus-arminius-c-1560-1641-on-faith/#vi-corollary
,1,https://confessionallyreformed.wordpress.com/2026/01/13/louis-le-blanc-de-beaulieu-c-1614-1675-on-vulgar-and-vernacular-versions-of-the-scripture/,THEOLOGICAL THESES: ON VULGAR AND VERNACULAR VERSIONS OF SCRIPTURE,https://confessionallyreformed.wordpress.com/2026/01/13/louis-le-blanc-de-beaulieu-c-1614-1675-on-vulgar-and-vernacular-versions-of-the-scripture/#theological-theses-on-vulgar-and-vernacular-versions-of-scripture
,1.1,https://confessionallyreformed.wordpress.com/2026/01/13/louis-le-blanc-de-beaulieu-c-1614-1675-on-vulgar-and-vernacular-versions-of-the-scripture/,I. THE DIVERSE OPINIONS OF THE DOCTORS OF THE ROMAN CHURCH CONCERNING VERNACULAR TRANSLATIONS,https://confessionallyreformed.wordpress.com/2026/01/13/louis-le-blanc-de-beaulieu-c-1614-1675-on-vulgar-and-vernacular-versions-of-the-scripture/#i-the-diverse-opinions-of-the-doctors-of-the-roman-church-concerning-vernacular-translations
